priority_tier,area,store_name,address,phone,map_link,instagram_or_site,review_count,rating,store_type,store_tone,location_score,specialty_score,contactability_score,total_score,priority_grade,message_type,contact_status,last_contact_date,notes,sms_ready,source_bucket,cleanup_flags,cluster,send_score,send_priority_bucket,recommended_wave,send_order,batch_hint,priority_reason,audit_status,audit_flags,evidence_basis,row_number,phone_type,send_bucket,action_priority
1,강남역,강남 전자담배,,0507-1309-5428,https://pcmap.place.naver.com/place/35807109/home,,,,전자담배 전문점,강남역 네이버 검색 검증,5,4,5,14,A,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁 (주소 확인 필요),yes,linked_source,,코어 오피스/상업권,16.80,P1,Wave 1,9,Batch 1,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,강남역,강남 전자담배,,0507-1427-7962,https://pcmap.place.naver.com/place/1441492694/home,,,,전자담배 전문점,강남역 네이버 검색 검증,5,4,5,14,A,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁 (주소 확인 필요),yes,linked_source,,코어 오피스/상업권,16.80,P1,Wave 1,10,Batch 1,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,신논현/논현,하카 강남 논현동직영점,서울 강남구 학동로6길 8 1층,0507-1444-2161,https://pcmap.place.naver.com/place/1651759515/home,,,,전자담배 전문점,신논현/논현 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 round2 2026-04-10 · query=학동역 전자담배,yes,linked_source,,코어 오피스/상업권,16.80,P1,Wave 1,21,Batch 1,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,신논현/논현,하카 강남 언주역직영점,서울 강남구 봉은사로 232 1층,0507-1303-2161,https://pcmap.place.naver.com/place/1058826065/home,,,,전자담배 전문점,신논현/논현 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=언주역 전자담배,yes,linked_source,,코어 오피스/상업권,16.80,P1,Wave 1,22,Batch 1,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,신논현/논현,하카 강남 학동역직영점,서울 강남구 논현로 648 1층 101호,0507-1340-2161,https://pcmap.place.naver.com/place/1374572765/home,,,,전자담배 전문점,신논현/논현 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=언주역 전자담배,yes,linked_source,,코어 오피스/상업권,16.80,P1,Wave 1,23,Batch 1,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,역삼/선릉,제로전자담배 역삼점,서울 강남구 봉은사로30길 74 1층,0507-1353-7061,https://pcmap.place.naver.com/place/1281534597/home,,,,전자담배 전문점,역삼/선릉 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=언주역 전자담배,yes,linked_source,,코어 오피스/상업권,16.80,P1,Wave 1,33,Batch 1,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,강남역,강남 전자담배,,0507-1313-2289,,,,,전자담배 전문점,강남역 네이버 검색 검증,5,4,5,14,A,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁 (주소 확인 필요),yes,web_search_draft,,코어 오피스/상업권,16.10,P1,Wave 1,38,Batch 1,"score 16.1, tier1 area, message_type1",not_audited,,,,business_0507,audit_first,C_audit
1,건대입구,GVAPE,서울 광진구 아차산로51길 67 1층 101호 GVAPE,0507-1471-9040,https://pcmap.place.naver.com/place/1875891922/home,,,,전자담배 전문점,건대입구 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=구의 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,55,Batch 2,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,건대입구,공간베이프,서울 광진구 뚝섬로 618 1층,0507-1358-4749,https://pcmap.place.naver.com/place/1951066467/home,,,,전자담배 전문점,건대입구 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=구의 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,56,Batch 2,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,건대입구,구의전자담배 할인마트,서울 광진구 아차산로 399 1층,0507-1334-7029,https://pcmap.place.naver.com/place/1545474685/home,,,,전자담배 전문점,건대입구 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=구의 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,57,Batch 2,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,건대입구,베이프런던 구의역점,서울 광진구 자양로 112 102호 베이프런던,0507-1334-5146,https://pcmap.place.naver.com/place/1660834306/home,,,,전자담배 전문점,건대입구 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=구의 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,59,Batch 2,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,건대입구,베이프메이트,서울 광진구 면목로 132 1층,0507-1369-8047,https://pcmap.place.naver.com/place/1280294927/home,,,,전자담배 전문점,건대입구 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=중곡역 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,60,Batch 2,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,건대입구,위베이프 베이퍼럽,서울 광진구 능동로53길 19 1층,0507-1306-3886,https://pcmap.place.naver.com/place/1136138084/home,,,,전자담배 전문점,건대입구 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=중곡역 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,64,Batch 2,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,건대입구,위베이프 전자담배 건대점,서울 광진구 광나루로24길 29,0507-1367-4537,https://pcmap.place.naver.com/place/2082156395/home,,,,전자담배 전문점,건대입구 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=아차산역 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,65,Batch 2,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,신촌/이대,위베이프 북가좌점,서울 서대문구 응암로 99,0507-1356-6646,https://pcmap.place.naver.com/place/1251884574/home,,,,전자담배 전문점,신촌/이대 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=증산역 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,74,Batch 2,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,신촌/이대,위베이프 신촌포스빌점,서울 마포구 신촌로 150 106호,0507-1391-3681,https://pcmap.place.naver.com/place/1417432453/home,,,,전자담배 전문점,신촌/이대 네이버 검색 롱테일 3차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 3차 확장 2026-04-10 · query=대흥역 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,75,Batch 2,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,신촌/이대,플렉스베이프,서울 서대문구 신촌로 143 2층(대현동) 플렉스베이프,0507-1395-1972,https://pcmap.place.naver.com/place/1157721931/home,,,,전자담배 전문점,신촌/이대 네이버 검색 롱테일 3차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 3차 확장 2026-04-10 · query=대흥역 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,76,Batch 2,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,신촌/이대,하카 서대문가좌역직영점,서울 서대문구 거북골로 120 상가2동 지2층 2-7에이호,0507-1482-2167,https://pcmap.place.naver.com/place/2004365235/home,,,,전자담배 전문점,신촌/이대 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=증산역 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,77,Batch 2,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,왕십리/한양대,다온 수 전자담배,서울 성동구 천호대로 286 1층,0507-1433-0608,https://pcmap.place.naver.com/place/1739492233/home,,,,전자담배 전문점,왕십리/한양대 네이버 검색 롱테일 3차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 3차 확장 2026-04-10 · query=답십리역 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,78,Batch 2,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,왕십리/한양대,아이다전자담배 왕십리행당점,서울 성동구 왕십리로 259 1층,0507-1486-0009,https://pcmap.place.naver.com/place/36139483/home,,,,전자담배 전문점,왕십리/한양대 네이버 검색 롱테일 3차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 3차 확장 2026-04-10 · query=행당역 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,79,Batch 2,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,왕십리/한양대,월드베이프 한양대점,서울 성동구 마조로 22 1층 1호,0507-1376-9502,https://pcmap.place.naver.com/place/2032832010/home,,,,전자담배 전문점,왕십리/한양대 네이버 검색 롱테일 3차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 3차 확장 2026-04-10 · query=왕십리역 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,81,Batch 2,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,왕십리/한양대,위베이프 금호점,서울 성동구 장터길 45-1 1층,0507-1458-0750,https://pcmap.place.naver.com/place/36170422/home,,,,전자담배 전문점,왕십리/한양대 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=금호 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,83,Batch 2,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,마포/공덕,깜스베이프,서울 마포구 신촌로 250 1층 깜스베이프,0507-1430-4023,https://pcmap.place.naver.com/place/1818079045/home,,,,전자담배 전문점,마포/공덕 네이버 검색 롱테일 3차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 3차 확장 2026-04-10 · query=애오개역 전자담배,yes,linked_source,,혼합 고회전 상권,16.80,P1,Wave 1,116,Batch 3,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,마포/공덕,마녀주스 전자담배,서울 마포구 백범로 199 지하1층 118호,0507-1435-1137,https://pcmap.place.naver.com/place/33211686/home,,,,전자담배 전문점,마포/공덕 네이버 검색 롱테일 3차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 3차 확장 2026-04-10 · query=마포역 전자담배,yes,linked_source,,혼합 고회전 상권,16.80,P1,Wave 1,118,Batch 3,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,마포/공덕,위베이프 전자담배 마포역점,서울 마포구 마포대로 68 상가 109호,0507-1485-7205,https://pcmap.place.naver.com/place/2074306459/home,,,,전자담배 전문점,마포/공덕 네이버 검색 롱테일 3차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 3차 확장 2026-04-10 · query=마포역 전자담배,yes,linked_source,,혼합 고회전 상권,16.80,P1,Wave 1,120,Batch 3,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,잠실/송리단길,너구리전자담배 방이점,서울 송파구 오금로11길 45 사보이시티잠실 1층 104호,0507-1411-0262,https://pcmap.place.naver.com/place/1137619712/home,,,,전자담배 전문점,잠실/송리단길 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=방이동 전자담배,yes,linked_source,,혼합 고회전 상권,16.80,P1,Wave 1,132,Batch 3,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,잠실/송리단길,도깨비전자담배 송파 잠실본점,서울 송파구 올림픽로30길 9 1동 206호,0507-1330-9876,https://pcmap.place.naver.com/place/1675208283/home,,,,전자담배 전문점,잠실/송리단길 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=방이동 전자담배,yes,linked_source,,혼합 고회전 상권,16.80,P1,Wave 1,133,Batch 3,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,잠실/송리단길,방이 베이프 전자담배 송파잠실점,서울 송파구 오금로11길 33 신동아타워 1층 110호,0507-1411-6979,https://pcmap.place.naver.com/place/1095747692/home,,,,전자담배 전문점,잠실/송리단길 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=방이동 전자담배,yes,linked_source,,혼합 고회전 상권,16.80,P1,Wave 1,134,Batch 3,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,잠실/송리단길,베이프유 송파점,서울 송파구 가락로 112 1층 6호 베이프유,0507-1440-0087,https://pcmap.place.naver.com/place/1413727927/home,,,,전자담배 전문점,잠실/송리단길 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=송파역 전자담배,yes,linked_source,,혼합 고회전 상권,16.80,P1,Wave 1,136,Batch 3,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,잠실/송리단길,베이프크루 송파점,서울 송파구 송파대로 345 상가 1A동 1066호,0507-1364-9937,https://pcmap.place.naver.com/place/1451835923/home,,,,전자담배 전문점,잠실/송리단길 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=송파역 전자담배,yes,linked_source,,혼합 고회전 상권,16.80,P1,Wave 1,137,Batch 3,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,잠실/송리단길,송파구전자담배,서울 송파구 가락로 168 부성빌딩 1층 8호,0507-1400-3080,https://pcmap.place.naver.com/place/1181866556/home,,,,전자담배 전문점,잠실/송리단길 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=석촌역 전자담배,yes,linked_source,,혼합 고회전 상권,16.80,P1,Wave 1,140,Batch 3,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,잠실/송리단길,전담이지 잠실석촌점,서울 송파구 백제고분로41길 40 1층 103호,0507-1466-2467,https://pcmap.place.naver.com/place/1402857705/home,,,,전자담배 전문점,잠실/송리단길 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=석촌역 전자담배,yes,linked_source,,혼합 고회전 상권,16.80,P1,Wave 1,143,Batch 3,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,잠실/송리단길,제로전자담배 헬리오시티점,서울 송파구 송파대로 345 헬리오시티상가 1B동 지하1층 172호,0507-1343-1443,https://pcmap.place.naver.com/place/1889675722/home,,,,전자담배 전문점,잠실/송리단길 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=송파역 전자담배,yes,linked_source,,혼합 고회전 상권,16.80,P1,Wave 1,144,Batch 3,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,잠실/송리단길,하카전자담배 송파점,서울 송파구 송파대로 380 행우빌딩,0507-1408-9079,https://pcmap.place.naver.com/place/37779388/home,,,,전자담배 전문점,잠실/송리단길 네이버 검색 롱테일 검증,5,4,5,14,A,1,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=송파역 전자담배,yes,linked_source,,혼합 고회전 상권,16.80,P1,Wave 1,146,Batch 3,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,종로/을지로/충무로,종로 전자담배,,0507-1379-5232,https://pcmap.place.naver.com/place/2081097508/home,,,,전자담배 전문점,종로/을지로/충무로 네이버 검색 검증,4,4,5,13,A,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁 (주소 확인 필요),yes,linked_source,,혼합 고회전 상권,15.80,P1,Wave 1,148,Batch 3,"score 15.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,서울역/용산,위베이프 명동점,"서울 중구 소공로 58 지하층 라열 9,10호",0507-1405-3636,https://pcmap.place.naver.com/place/37125744/home,,,,전자담배 전문점,이태원 네이버 검색 검증,5,4,5,14,A,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁,yes,linked_source,,확장/생활상권,16.80,P1,Wave 1,151,Batch 4,"score 16.8, tier1 area, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
2,압구정/청담,전담 GATE 압구정로데오점,서울 강남구 선릉로157길 27 102호,0507-1323-8636,https://pcmap.place.naver.com/place/1428380179/home,,,,전자담배 전문점,압구정/청담 네이버 검색 롱테일 검증,4,4,5,13,A,2,미접촉,,네이버 검색 롱테일 round2 2026-04-10 · query=압구정역 전자담배,yes,linked_source,,코어 오피스/상업권,14.60,P2,Wave 2,167,Batch 5,"score 14.6, linked source",not_audited,,,,business_0507,audit_first,C_audit
2,압구정/청담,하카 강남 압구정로데오직영점,서울 강남구 도산대로 335 1층,0507-1465-2161,https://pcmap.place.naver.com/place/1155039686/home,,,,전자담배 전문점,압구정/청담 네이버 검색 롱테일 검증,4,4,5,13,A,2,미접촉,,네이버 검색 롱테일 round2 2026-04-10 · query=압구정역 전자담배,yes,linked_source,,코어 오피스/상업권,14.60,P2,Wave 2,168,Batch 5,"score 14.6, linked source",not_audited,,,,business_0507,audit_first,C_audit
2,압구정/청담,하카 강남 압구정역직영점,"서울 강남구 압구정로 164 106, 107호",0507-1301-2161,https://pcmap.place.naver.com/place/1249511161/home,,,,전자담배 전문점,압구정/청담 네이버 검색 롱테일 검증,4,4,5,13,A,2,미접촉,,네이버 검색 롱테일 round2 2026-04-10 · query=압구정역 전자담배,yes,linked_source,,코어 오피스/상업권,14.60,P2,Wave 2,169,Batch 5,"score 14.6, linked source",not_audited,,,,business_0507,audit_first,C_audit
1,종로/을지로/충무로,종로 전자담배,,0507-1303-4241,,,,,전자담배 전문점,종로/을지로/충무로 네이버 검색 검증,4,4,5,13,A,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁 (주소 확인 필요),yes,web_search_draft,,혼합 고회전 상권,15.10,P2,Wave 2,201,Batch 7,"score 15.1, tier1 area, message_type1",not_audited,,,,business_0507,audit_first,C_audit
2,마포/공덕,베이프월드 신촌점,서울 마포구 서강로11길 11 101호,0507-1476-0062,https://pcmap.place.naver.com/place/2039729349/home,,,,전자담배 전문점,마포/공덕 네이버 검색 검증,4,4,5,13,A,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁,yes,linked_source,,혼합 고회전 상권,15.00,P2,Wave 2,202,Batch 7,"score 15.0, message_type1, linked source",not_audited,,,,business_0507,audit_first,C_audit
2,구로디지털단지,베이프렌드 전자담배 독산역점,서울 금천구 벚꽃로 122,0507-1458-1229,https://pcmap.place.naver.com/place/37097819/home,,,,전자담배 전문점,구로디지털단지 네이버 검색 롱테일 검증,4,4,5,13,A,2,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=독산 전자담배,yes,linked_source,,혼합 고회전 상권,14.60,P2,Wave 2,206,Batch 7,"score 14.6, linked source",not_audited,,,,business_0507,audit_first,C_audit
2,구로디지털단지,시흥동전자담배,서울 금천구 금하로 680 1층,0507-1324-3730,https://pcmap.place.naver.com/place/1940541711/home,,,,전자담배 전문점,구로디지털단지 네이버 검색 롱테일 3차 검증,4,4,5,13,A,2,미접촉,,네이버 검색 롱테일 3차 확장 2026-04-10 · query=금천구청역 전자담배,yes,linked_source,,혼합 고회전 상권,14.60,P2,Wave 2,207,Batch 7,"score 14.6, linked source",not_audited,,,,business_0507,audit_first,C_audit
2,구로디지털단지,오지구전자담배 고척점,서울 구로구 경인로47길 25 1층,0507-1390-8380,https://pcmap.place.naver.com/place/1601262803/home,,,,전자담배 전문점,구로디지털단지 네이버 검색 롱테일 검증,4,4,5,13,A,2,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=개봉역 전자담배,yes,linked_source,,혼합 고회전 상권,14.60,P2,Wave 2,208,Batch 7,"score 14.6, linked source",not_audited,,,,business_0507,audit_first,C_audit
2,구로디지털단지,월드플레이 전자담배 가산점,서울 금천구 가산디지털2로 136 1층 103호 월드플레이 가산점,0507-1386-5517,https://pcmap.place.naver.com/place/2079010624/home,,,,전자담배 전문점,구로디지털단지 네이버 검색 롱테일 검증,4,4,5,13,A,2,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=가산디지털단지 전자담배,yes,linked_source,,혼합 고회전 상권,14.60,P2,Wave 2,209,Batch 7,"score 14.6, linked source",not_audited,,,,business_0507,audit_first,C_audit
2,구로디지털단지,위베이프전자담배 개봉점,서울 구로구 개봉로 45 101호,0507-1305-3136,https://pcmap.place.naver.com/place/1621057090/home,,,,전자담배 전문점,구로디지털단지 네이버 검색 롱테일 검증,4,4,5,13,A,2,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=개봉역 전자담배,yes,linked_source,,혼합 고회전 상권,14.60,P2,Wave 2,210,Batch 7,"score 14.6, linked source",not_audited,,,,business_0507,audit_first,C_audit
2,구로디지털단지,전담GATE 개봉역점,서울 구로구 남부순환로95길 8-10,0507-1381-5191,https://pcmap.place.naver.com/place/1089423027/home,,,,전자담배 전문점,구로디지털단지 네이버 검색 롱테일 검증,4,4,5,13,A,2,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=개봉역 전자담배,yes,linked_source,,혼합 고회전 상권,14.60,P2,Wave 2,211,Batch 7,"score 14.6, linked source",not_audited,,,,business_0507,audit_first,C_audit
2,구로디지털단지,전담GATE 구로디지털단지역점,서울 구로구 디지털로32길 97-39 1층,0507-1314-9469,https://pcmap.place.naver.com/place/2021900780/home,,,,전자담배 전문점,구로디지털단지 네이버 검색 롱테일 검증,4,4,5,13,A,2,미접촉,,네이버 검색 롱테일 확장 2026-04-10 · query=신대방 전자담배,yes,linked_source,,혼합 고회전 상권,14.60,P2,Wave 2,212,Batch 7,"score 14.6, linked source",not_audited,,,,business_0507,audit_first,C_audit
